id	ident	type	name	latitude_deg	longitude_deg	elevation_ft	iso_country	iso_region	municipality	icao_code	iata_code	gps_code	local_code
323361	00AA	small_airport	Aero B Ranch Airport	38.704022	-101.473911	3435	US	US-KS	Leoti			00AA	00AA
6524	00AK	small_airport	Lowell Field	59.947733	-151.692524	450	US	US-AK	Anchor Point			00AK	00AK
6525	00AL	small_airport	Epps Airpark	34.8647994995117	-86.7703018188477	820	US	US-AL	Harvest			00AL	00AL
506791	00AN	small_airport	Katmai Lodge Airport	59.093287	-156.456699	80	US	US-AK	King Salmon			00AN	00AN
322127	00AS	small_airport	Fulton Airport	34.9428028	-97.8180194	1100	US	US-OK	Alex			00AS	00AS
6527	00AZ	small_airport	Cordes Airport	34.3055992126465	-112.165000915527	3810	US	US-AZ	Cordes			00AZ	00AZ
6528	00CA	small_airport	Goldstone (GTS) Airport	35.35474	-116.885329	3038	US	US-CA	Barstow			00CA	00CA
324424	00CL	small_airport	Williams Ag Airport	39.427188	-121.763427	87	US	US-CA	Biggs			00CL	00CL
6531	00FA	small_airport	Grass Patch Airport	28.6455001831055	-82.2190017700195	53	US	US-FL	Bushnell			00FA	00FA
6533	00FL	small_airport	River Oak Airport	27.230899810791	-80.9692001342773	35	US	US-FL	Okeechobee			00FL	00FL
6534	00GA	small_airport	Lt World Airport	33.7675018310547	-84.0682983398438	700	US	US-GA	Lithonia			00GA	00GA
6537	00ID	small_airport	Delta Shores Airport	48.1453018188477	-116.213996887207	2064	US	US-ID	Clark Fork			00ID	00ID
322581	00IG	small_airport	Goltl Airport	39.724028	-101.395994	3359	US	US-KS	McDonald			00IG	00IG
6539	00IL	small_airport	Hammer Airport	41.978401	-89.560402	840	US	US-IL	Polo			00IL	00IL
6541	00IS	small_airport	Hayenga's Cant Find Farms Airport	40.0256004333496	-89.1229019165039	820	US	US-IL	Kings			00IS	00IS
6542	00KS	small_airport	Hayden Farm Airport	38.7277984619141	-94.9304962158203	1100	US	US-KS	Gardner			00KS	00KS
6543	00KY	small_airport	Robbins Roost Airport	37.4094009399414	-84.6196975708008	1265	US	US-KY	Stanford			00KY	00KY
6545	00LS	small_airport	Lejeune Airport	30.136299	-92.429398	12	US	US-LA	Crowley			00LS	00LS
6546	00MD	small_airport	Slater Field	38.7570991516113	-75.7537994384766	45	US	US-MD	Federalsburg			00MD	00MD
6548	00MN	small_airport	Battle Lake Municipal Airport	46.2999992370605	-95.7003021240234	1365	US	US-MN	Battle Lake			00MN	00MN
6549	00MO	small_airport	Cooper Flying Service Airport	37.202800750732	-94.412399291992	970	US	US-MO	Alba			00MO	00MO
6551	00N	small_airport	Bucks Airport	39.472998	-75.184346	105	US	US-NJ	Bridgeton			K00N	00N
6552	00NC	small_airport	North Raleigh Airport	36.0852012634277	-78.3713989257813	348	US	US-NC	Louisburg			00NC	00NC
6554	00NY	small_airport	Weiss Airfield	42.89576	-77.495263	1000	US	US-NY	West Bloomfield			00NY	00NY
328503	00OK	small_airport	Gull Bay Landing Airport	36.198598	-96.217693	960	US	US-OK	Sandsprings			00OK	00OK
45773	00PN	small_airport	Ferrell Field	41.2995	-80.211111	1301	US	US-PA	Mercer			00PN	00PN
6560	00S	small_airport	McKenzie Bridge State Airport	44.181466	-122.086	1620	US	US-OR	Blue River			K00S	00S
6561	00SC	small_airport	Flying O Airport	34.0093994140625	-80.2671966552734	150	US	US-SC	Sumter			00SC	00SC
330391	00SD	small_airport	Homan Field	44.809158	-96.498897	1590	US	US-SD	Gary			00SD	00SD
6565	00TS	small_airport	Alpine Range Airport	32.6076011657715	-97.2419967651367	670	US	US-TX	Everman			00TS	00TS
516563	00TT	small_airport	Nowhere Airport	34.516606	-99.93694	1752	US	US-TX	Goodlett			00TT	00TT
6568	00VA	small_airport	Vaughan Airport	36.574964	-78.998437	551	US	US-VA	Alton			00VA	00VA
6569	00VI	small_airport	Groundhog Mountain Airport	36.6632995605469	-80.4994964599609	2680	US	US-VA	Hillsville			00VI	00VI
6570	00W	small_airport	Lower Granite State Airport	46.672884	-117.441933	719	US	US-WA	Colfax			K00W	00W
6571	00WA	small_airport	Howell Airport	47.1783981323242	-122.772003173828	150	US	US-WA	Longbranch			00WA	00WA
6572	00WI	small_airport	Northern Lite Airport	44.3042984008789	-89.0501022338867	860	US	US-WI	Waupaca			00WI	00WI
6573	00WN	small_airport	Hawks Run Airport	46.25	-117.249000549316	2900	US	US-WA	Asotin			00WN	00WN
6574	00WV	small_airport	Lazy J. Aerodrome	38.8288993835449	-79.866096496582	2060	US	US-WV	Beverly			00WV	00WV
525140	00XA	small_airport	Weeski Ranch Airport	30.224	-96.01417	271	US	US-TX				00XA	00XA
6576	01A	small_airport	Purkeypile Airport	62.940833	-152.269722	2041	US	US-AK	Purkeypile			K01A	01A
6578	01AL	small_airport	Ware Island Airport	32.9459991455078	-86.5139007568359	344	US	US-AL	Clanton			01AL	01AL
356168	01AN	small_airport	McHone Heights Airport	61.649095	-149.339025	610	US	US-AK	Wasilla			01AN	01AN
6583	01CL	small_airport	Swansboro Country Airport	38.7999	-120.734001	2594	US	US-CA	Placerville			01CL	01CL
6587	01FA	small_airport	Rybolt Ranch Airport	28.5893993377686	-81.1442031860352	55	US	US-FL	Orlando			01FA	01FA
6589	01FL	small_airport	Cedar Knoll Flying Ranch Airport	28.7819004058838	-81.1592025756836	19	US	US-FL	Geneva			01FL	01FL
6591	01GE	small_airport	The Farm Airport	32.675106	-82.771055	375	US	US-GA	Wrightsville			01GE	01GE
6530	01ID	small_airport	Lava Hot Springs Airport	42.6082	-112.031998	5268	US	US-ID	Lava Hot Springs			01ID	01ID
6593	01II	small_airport	Myers Field	39.8849983215332	-86.5066986083984	950	US	US-IN	Lizton			01II	01II
6596	01IS	small_airport	William E. Koenig Airport	39.0162010192871	-90.3181991577148	670	US	US-IL	Dow			01IS	01IS
6597	01J	small_airport	Hilliard Airpark	30.685568	-81.906346	59	US	US-FL	Hilliard			K01J	01J
6598	01K	small_airport	Caldwell Municipal Airport	37.036132	-97.58533	1157	US	US-KS	Caldwell			K01K	01K
6599	01KS	small_airport	Flying N Ranch Airport	38.540599822998	-97.003303527832	1485	US	US-KS	Lost Springs			01KS	01KS
6601	01LA	small_airport	Barham Airport	32.6389999389648	-91.7736968994141	90	US	US-LA	Oak Ridge			01LA	01LA
6602	01LL	small_airport	Schumaier Restricted Landing Area	38.1258010864258	-89.4638977050781	555	US	US-IL	Pinckneyville			01LL	01LL
6603	01LS	small_airport	Country Breeze Airport	30.722478	-91.077372	125	US	US-LA	Slaughter			01LS	01LS
6610	01MT	small_airport	Crystal Lakes Resort Airport	48.7891006469727	-114.879997253418	3141	US	US-MT	Fortine			01MT	01MT
6611	01NC	small_airport	Topsail Airpark	34.4752998352051	-77.5813980102539	65	US	US-NC	Holly Ridge			01NC	01NC
6613	01NH	small_airport	Moore Airfield	43.6445	-72.086998	835	US	US-NH	Canaan			01NH	01NH
45537	01NM	small_airport	Champion Ranch Airport	33.008611	-104.540278	3630	US	US-NM	Lake Arthur			01NM	01NM
6615	01NV	small_airport	Lantana Ranch Airport	38.7639007568359	-119.027000427246	4600	US	US-NV	Yerington			01NV	01NV
345166	01OL	small_airport	Spring Creek Ranch East Airport	34.391667	-96.690833	1060	US	US-OK	Tishomingo			01OL	01OL
6621	01PN	small_airport	Bierly(Personal Use) Airport	40.9305992126465	-77.738899230957	960	US	US-PA	Bellefonte			01PN	01PN
6622	01PS	small_airport	Nort's Resort Airport	41.5959014892578	-76.0296020507813	1040	US	US-PA	Meshoppen			01PS	01PS
6623	01SC	small_airport	York Airport	35.0321006774902	-81.252799987793	779	US	US-SC	York			01SC	01SC
6625	01TE	small_airport	Smith Field	32.737598	-96.428001	505	US	US-TX	Forney			01TE	01TE
6626	01TN	small_airport	Colonial Air Park	34.9958992004395	-89.730598449707	370	US	US-TN	Collierville			01TN	01TN
6629	01U	small_airport	Duckwater Airport	38.849785	-115.634987	5124	US	US-NV	Duckwater			K01U	01U
6630	01UT	small_airport	La Sal Junction Airport	38.3083000183105	-109.396003723145	6000	US	US-UT	La Sal			01UT	01UT
6631	01VA	small_airport	Pickles Airport	39.125	-77.9250030518	500	US	US-VA	Berryville			01VA	01VA
6635	01WY	small_airport	Keyhole Airport	44.348312	-104.8106	4250	US	US-WY	Pine Haven			01WY	01WY
335815	02AA	small_airport	Barefoot Airport	61.506147	-149.912825	160	US	US-AK	Big Lake			02AA	02AA
6637	02AK	small_airport	Rustic Wilderness Airport	61.876907	-150.097626	190	US	US-AK	Willow			02AK	02AK
6638	02AL	small_airport	Bass Field	30.3715000152588	-87.7643966674805	61	US	US-AL	Foley			02AL	02AL
529870	02AN	small_airport	Emerald Ridge Airport	59.704223	-151.295869	222	US	US-AK	Homer			02AN	02AN
6642	02CD	small_airport	Shannon Field	34.1296005249023	-90.5240020751953	165	US	US-MS	Clarksdale			02CD	02CD
6643	02CL	small_airport	Conover Air Lodge Airport	34.761101	-119.058998	5160	US	US-CA	Frazier Park			02CL	02CL
6644	02CO	small_airport	Mc Cullough Airport	37.6432991028	-106.04699707	7615	US	US-CO	Monte Vista			02CO	02CO
6646	02FA	small_airport	Osborn Airfield	28.526699	-81.874802	121	US	US-FL	Groveland			02FA	02FA
341544	02FD	small_airport	Triple R Ranch Airport	30.950976	-86.635555	209	US	US-FL	Baker			02FD	02FD
6648	02GA	small_airport	Doug Bolton Field	34.2025985717773	-83.4290008544922	884	US	US-GA	Commerce			02GA	02GA
6649	02GE	small_airport	Etowah Fields Airport	34.1753005981445	-84.9244003295898	710	US	US-GA	Euharlee			02GE	02GE
6652	02ID	small_airport	Morgan Ranch Airport	44.5555000305176	-115.305000305176	5634	US	US-ID	Cascade			02ID	02ID
6653	02II	small_airport	King Ultralightport	40.0623016357422	-86.2105026245117	925	US	US-IN	Westfield			02II	02II
6654	02IN	small_airport	Diamond P. Field	40.2089004516602	-85.5408020019531	904	US	US-IN	Muncie			02IN	02IN
6656	02KS	small_airport	JMJ Landing Airport	39.221416	-96.057072	1170	US	US-KS	Saint Marys			02KS	02KS
322099	02MD	small_airport	Garner Field	38.672544	-76.709739	141	US	US-MD	Brandywine			02MD	02MD
6661	02ME	small_airport	Nadeau's Airfield	43.537467	-70.930685	700	US	US-ME	Acton			02ME	02ME
6662	02MI	small_airport	Fairplains Airpark	43.1571006774902	-85.1484985351563	850	US	US-MI	Greenville			02MI	02MI
6664	02MO	small_airport	Troy Airpark	39.0499992370605	-91.0335006713867	650	US	US-MO	Troy			02MO	02MO
6665	02MS	small_airport	Watts Field	34.095701	-90.846131	153	US	US-MS	Rochdale			02MS	02MS
6668	02NE	small_airport	Benes Service Airport	41.0745010375977	-96.9045028686523	1550	US	US-NE	Valparaiso			02NE	02NE
526225	02NM	small_airport	FFR Animas Landing Strip	32.09071	-108.870735	4240	US	US-NM	Animas			02NM	02NM
6671	02NV	small_airport	Paiute Meadows Airport	41.299551	-118.926709	4443	US	US-NV	Winnemucca			02NV	02NV
6673	02OH	small_airport	Zimmerman Airport	41.3763999938965	-83.0832977294922	614	US	US-OH	Fremont			02OH	02OH
6674	02OI	small_airport	Murtha Airport	41.8019981384277	-80.5653991699219	950	US	US-OH	Conneaut			02OI	02OI
6676	02OR	small_airport	Rowena Dell Airport	45.6814994812012	-121.31600189209	705	US	US-OR	The Dalles			02OR	02OR
6682	02SC	small_airport	Harpers Airport	32.760211	-81.225872	111	US	US-SC	Estill			02SC	02SC
6683	02T	small_airport	Wise River Airport	45.769100189209	-112.982002258301	5830	US	US-MT	Wise River			02T	02T
6686	02TN	small_airport	Ellis Field	35.780355	-86.585521	840	US	US-TN	Rockvale			02TN	02TN
6689	02UT	small_airport	Lucin Airport	41.369336	-113.841019	4412	US	US-UT	Lucin			02UT	02UT
6690	02VA	small_airport	The Greenhouse Airport	38.4356994628906	-77.8572006225586	320	US	US-VA	Culpeper			02VA	02VA
6692	02WA	small_airport	Cawleys South Prairie Airport	47.1523017883301	-122.09400177002	690	US	US-WA	South Prairie			02WA	02WA
6693	02WI	small_airport	Beer Airport	45.0318984985352	-92.6557998657227	920	US	US-WI	Hudson			02WI	02WI
6694	02WN	small_airport	Fowler Field	48.7458000183105	-119.319000244141	2150	US	US-WA	Tonasket			02WN	02WN
330393	02XA	small_airport	JLS Farms Airport	33.591319	-95.882864	675	US	US-TX	Honey Grove			02XA	02XA
6699	03AZ	small_airport	Thompson International Aviation Airport	31.430971	-110.088087	4275	US	US-AZ	Hereford			03AZ	03AZ
6702	03FA	small_airport	Lake Persimmon Airstrip	27.353099822998	-81.4080963134766	70	US	US-FL	Lake Placid			03FA	03FA
322717	03GA	small_airport	HIA Airport	32.561626	-81.85509	238	US	US-GA	Statesboro			03GA	03GA
6707	03ID	small_airport	Flying Y Ranch Airport	44.793965	-116.531543	3180	US	US-ID	Council			03ID	03ID
6708	03II	small_airport	Davis Field Ultralightport	37.9620018005	-87.7789001465	465	US	US-IN	Mount Vernon			03II	03II
6709	03IL	small_airport	Wix Airport	41.4023017883301	-87.8167037963867	750	US	US-IL	Monee			03IL	03IL
6710	03IN	small_airport	Heinzman Airport	40.1800003051758	-86.0124969482422	850	US	US-IN	Arcadia			03IN	03IN
6713	03KY	small_airport	Flying H Farms Airport	37.796085	-87.53859	385	US	US-KY	Henderson			03KY	03KY
6717	03MA	small_airport	Hadley Airport	42.393431	-72.551553	150	US	US-MA	Hadley			03MA	03MA
6719	03ME	small_airport	Maple Ridge Airport	44.084251	-70.626905	556	US	US-ME	Harrison			03ME	03ME
6721	03MN	small_airport	Nauerth Land Ranch Airport	43.6251983642578	-95.2247009277344	1435	US	US-MN	Lakefield			03MN	03MN
6724	03MT	small_airport	Cascade Field	47.267327	-111.71748	3580	US	US-MT	Cascade			3MT7	3MT7
6725	03MU	small_airport	McDonnell Airport	38.4925	-94.412498	874	US	US-MO	Archie			03MU	03MU
6726	03NC	small_airport	Pilots Ridge Airport	34.104236	-77.905855	35	US	US-NC	Carolina Beach			03NC	03NC
6727	03ND	small_airport	Olafson Brothers Airport	48.6263999938965	-97.8290023803711	1045	US	US-ND	Edinburg			03ND	03ND
6728	03NE	small_airport	Hyde Ranch Airport	41.5463981628418	-99.3311996459961	2430	US	US-NE	Comstock			03NE	03NE
6731	03NV	small_airport	Llama Ranch Airport	40.584400177002	-115.297996520996	6120	US	US-NV	Ruby Valley			03NV	03NV
6732	03NY	small_airport	Talmage Field	40.958308	-72.717326	95	US	US-NY	Riverhead			03NY	03NY
6733	03OH	small_airport	Gibbs Field	41.416933	-83.018339	580	US	US-OH	Fremont			03OH	03OH
6735	03OK	small_airport	Sahoma Lake Airport	36.041259	-96.161517	890	US	US-OK	Sapulpa			03OK	03OK
348548	03OL	small_airport	Bluebird Airport	35.012334	-97.702735	1232	US	US-OK	Alex			03OL	03OL
6736	03OR	small_airport	Powwatka Ridge Airport	45.8554000854492	-117.484001159668	3340	US	US-OR	Troy			03OR	03OR
322892	03PR	small_airport	Sun View Field Airport	39.065931	-94.938417	980	US	US-KS	Bonner Springs			03PR	03PR
6740	03S	small_airport	Sandy River Airport	45.401629	-122.228771	704	US	US-OR	Sandy			K03S	03S
6743	03TE	small_airport	Barronena Ranch Airport	27.490812	-98.669615	600	US	US-TX	Hebbronville			03TE	03TE
341551	03TT	small_airport	Brazos Polo Airport	29.632117	-95.932481	117	US	US-TX	Orchard			03TT	03TT
6747	03UT	small_airport	AZ Minerals Corporation Airport	37.114384	-109.99014	5315	US	US-UT	Mexican Hat			03UT	03UT
6749	03WA	small_airport	Spangle Field	47.4081993103027	-117.372001647949	2440	US	US-WA	Spangle			03WA	03WA
6751	03WN	small_airport	Aerostone Ranch Airport	45.875	-120.669998168945	2320	US	US-WA	Goldendale			03WN	03WN
608753	03WY	small_airport	Perala Field	44.367943	-104.510586	5200	US	US-WY	Sundance			03WY	03WY
6752	03XS	small_airport	Creekside Airport	31.3180999755859	-100.753997802734	2100	US	US-TX	Mertzon			03XS	03XS
325443	04AA	small_airport	Flying W Ranch Airport	60.535833	-150.811387	250	US	US-AK	Soldotna			04AA	04AA
509055	04AN	small_airport	North 40 Airport	61.737511	-148.700724	943	US	US-AK	Sutton			04AN	04AN
6756	04CA	small_airport	Gray Butte Field	34.566631	-117.670666	3020	US	US-CA	Palmdale			04CA	04CA
6757	04CL	small_airport	Hunt's Sky Ranch Airport	33.0816993713379	-116.44100189209	2310	US	US-CA	Julian			04CL	04CL
6760	04FA	small_airport	Richards Field	25.5587005615234	-80.5150985717773	9	US	US-FL	Homestead			04FA	04FA
6761	04FL	small_airport	Cross Creek Farms Airport	29.240353	-81.222525	30	US	US-FL	Ormond Beach			04FL	04FL
6762	04I	small_airport	Columbus Southwest Airport	39.91151	-83.188577	920	US	US-OH	Columbus			K04I	04I
6763	04IA	small_airport	Middlekoop Airport	41.0882987976074	-92.0546035766602	801	US	US-IA	Packwood			04IA	04IA
6764	04ID	small_airport	Lanham Field	43.877015	-116.538365	2343	US	US-ID	Emmett			04ID	04ID
6766	04IL	small_airport	Schertz Aerial Service - Hudson Airport	40.6375007629	-89.0070037842	755	US	US-IL	Hudson			04IL	04IL
6767	04IS	small_airport	Van Gorder Airport	40.1786003112793	-88.5690002441406	728	US	US-IL	Mansfield			04IS	04IS
6769	04KY	small_airport	Natchez Trace Farm Airport	37.1351013183594	-85.7893981933594	710	US	US-KY	Hiseville			04KY	04KY
6773	04MA	small_airport	Goddard Field	42.810908	-71.140959	200	US	US-MA	Haverhill			04MA	04MA
6775	04ME	small_airport	Beech Hill Airport	44.6666984558105	-69.8938980102539	625	US	US-ME	Mercer			04ME	04ME
6776	04MI	small_airport	Rapids Airway Airport	42.5345001220703	-84.628303527832	880	US	US-MI	Eaton Rapids			04MI	04MI
6777	04MN	small_airport	Helblad Airport	47.9858016967773	-94.686897277832	1195	US	US-MN	Kelliher			04MN	04MN
6779	04MS	small_airport	Nick's Flying Service Inc Airport	32.940537	-90.836683	100	US	US-MS	Rolling Fork			04MS	04MS
6780	04MT	small_airport	Pluhar Airport	47.1374977778	-106.488095	2715	US	US-MT	Cohagen			04MT	04MT
6782	04NE	small_airport	Mc Connell Field Airport	41.1599998474	-101.299003601	3035	US	US-NE	Sarben			04NE	04NE
6783	04NJ	small_airport	Emmanuel Airport	39.5968017578	-75.2334976196	155	US	US-NJ	Elmer			04NJ	04NJ
6784	04NV	small_airport	Kingston Ranch Airport	35.7555007935	-115.665000916	2620	US	US-NV	Sandy Valley			04NV	04NV
6785	04NY	small_airport	Klaverack Airport	42.262298584	-73.6961975098	250	US	US-NY	Hudson			04NY	04NY
6788	04OR	small_airport	Collins Landing Strip	44.7499008179	-120.200996399	1500	US	US-OR	Mitchell			04OR	04OR
6794	04TN	small_airport	Hensley Airpark	36.1833000183	-82.6789016724	1430	US	US-TN	Chuckey			04TN	04TN
342438	04TT	small_airport	4D Ranch Airport	29.713072	-99.545642	1550	US	US-TX	Utopia			04TT	04TT
6796	04TX	small_airport	Pocock Airport	31.732779	-97.369326	565	US	US-TX	China Spring			04TX	04TX
6797	04UT	small_airport	Navajo Mountain Airport	37.006689	-110.794701	6160	US	US-UT	Navajo Mountain			04UT	04UT
6798	04V	small_airport	Saguache Municipal Airport	38.099083	-106.174389	7826	US	US-CO	Saguache			K04V	04V
6800	04VG	small_airport	Manquin Flight Park Ultralightport	37.706546	-77.201621	50	US	US-VA	Manquin			04VG	04VG
6801	04VT	small_airport	Lightning Bolt Field Airport	44.4011001587	-72.2636032104	2156	US	US-VT	Cabot			04VT	04VT
6802	04W	small_airport	Field of Dreams Airport	46.0228	-92.895401	1021	US	US-MN	Hinckley			K04W	04W
6803	04WA	small_airport	Ox Meadows Airport	47.581795	-117.437131	2345	US	US-WA	Spokane			04WA	04WA
6804	04WI	small_airport	Dutch Gap Airstrip	42.523399353	-88.0167007446	760	US	US-WI	Bristol			04WI	04WI
45903	04WN	small_airport	Stillwater Creek Airport	46.95835	-119.63864	1510	US	US-WA	Royal City			04WN	04WN
334249	04XA	small_airport	Pecan Field	33.283933	-98.402861	1130	US	US-TX	Jermyn			04XA	04XA
6807	05AK	small_airport	Wasilla Creek Airpark	61.66830063	-149.1880035	620	US	US-AK	Palmer			05AK	05AK
514272	05AN	small_airport	Wetons Aerodrome	64.960472	-147.601092	795	US	US-AK	Fox			05AN	05AN
45302	05AR	small_airport	Ozark Skies Airpark	36.000633	-93.57025	1900	US	US-AR	Kingston			05AR	05AR
6812	05CL	small_airport	Pope Valley Airport	38.6106987	-122.39099884	618	US	US-CA	Pope Valley			05CL	05CL
6813	05CO	small_airport	Rancho de Aereo Airport	40.214984	-104.984423	4978	US	US-CO	Mead			05CO	05CO
6815	05FA	small_airport	Melanie's Airport	30.9188995361328	-86.2182998657227	295	US	US-FL	Florala			05FA	05FA
6817	05FL	small_airport	Charlton Strip	26.52018	-81.41031	36	US	US-FL	La Belle			05FL	05FL
6818	05GA	small_airport	Raju Airport	32.0713996887207	-84.7144012451172	625	US	US-GA	Richland			05GA	05GA
6819	05IA	small_airport	Spotts Field	43.1375007629395	-93.0682983398438	1155	US	US-IA	Nora Springs			05IA	05IA
6820	05ID	small_airport	Running Creek Ranch Airport	45.914101	-114.835999	2969	US	US-ID	Elk City			05ID	05ID
6822	05IL	small_airport	Classic Landings Airport	41.1567001342773	-88.0167007446289	635	US	US-IL	Bonfield			05IL	05IL
6823	05IN	small_airport	Cooper Airport	39.6419982910156	-86.5042037963867	860	US	US-IN	Belleville			05IN	05IN
6824	05IS	small_airport	Hardy Airport	39.7258987426758	-89.2639999389648	605	US	US-IL	Mount Auburn			05IS	05IS
6825	05KS	small_airport	Darbro Field	37.2662010192871	-95.9591979980469	945	US	US-KS	Elk City			05KS	05KS
346026	05KT	small_airport	High Point Farm Airport	38.187091	-84.93011	880	US	US-KY	Frankfort			05KT	05KT
6826	05KY	small_airport	Cartersville Airport	37.53575	-84.407303	1070	US	US-KY	Paint Lick			05KY	05KY
6827	05LA	small_airport	Greg's Flying Service Airport	32.265301	-91.6978	76	US	US-LA	Winnsboro			05LA	05LA
6829	05LS	small_airport	Grass Roots Airport	31.252148	-92.47569	83	US	US-LA	Alexandria			05LS	05LS
6832	05MD	small_airport	Breezecroft Airport	39.244232	-76.198661	20	US	US-MD	Chestertown			05MD	05MD
6833	05ME	small_airport	Drisko Airport	44.6570014953613	-67.559196472168	70	US	US-ME	Jonesboro			05ME	05ME
329892	05MT	small_airport	Jones Landing Airport	45.815368	-111.152163	4364	US	US-MT	Belgrade			05MT	05MT
6837	05NE	small_airport	Mc Kay Airport	41.7221984863	-98.3089981079	2010	US	US-NE	Spalding			05NE	05NE
537370	05NR	small_airport	Gary Fox Airport	36.168415	-79.276908	675	US	US-NC	Mebane			05NR	05NR
324404	05NV	small_airport	Baker Ranches Airport	39.0311	-114.088219	5180	US	US-NV	Baker			05NV	05NV
429744	05OH	small_airport	Eaglecrest Field	40.184513	-81.920564	968	US	US-OH	Conesville			05OH	05OH
6841	05OI	small_airport	Dorlon Airpark	41.2883987426758	-81.9626007080078	830	US	US-OH	Columbia Station			05OI	05OI
6843	05OR	small_airport	Peacock Ranch Airport	45.44428	-117.34722	3500	US	US-OR	Enterprise			05OR	05OR
6846	05PS	small_airport	Mills Brothers Airport	40.143075	-77.86221	1210	US	US-PA	Neelyton			05PS	05PS
6847	05S	small_airport	Vernonia Airfield	45.8515014648438	-123.241996765137	647	US	US-OR	Vernonia			05S	05S
6848	05TA	small_airport	Brandes Air Field	29.8090991973877	-96.2650985717773	276	US	US-TX	Sealy			05TA	05TA
6849	05TE	small_airport	Hilde-Griff Field	30.7220993041992	-97.7913970947266	950	US	US-TX	Georgetown			05TE	05TE
6851	05TS	small_airport	Dew Drop Airport	33.1292991638184	-97.3585968017578	750	US	US-TX	Justin			05TS	05TS
6852	05TX	small_airport	Circle A Ranch Airport	32.128974	-97.404582	608	US	US-TX	Blum			05TX	05TX
6854	05V	small_airport	Blanca Airport	37.411098	-105.552002	7720	US	US-CO	Blanca			K05V	05V
6855	05VA	small_airport	Providence Airport	37.2242012023926	-78.4186019897461	445	US	US-VA	Farmville			05VA	05VA
6858	05WI	small_airport	Ames Private Airport	42.6511001586914	-88.7459030151367	958	US	US-WI	Darien			05WI	05WI
45907	05WN	small_airport	Flat Creek Field	48.702222	-118.0475	1570	US	US-WA	Kettle Falls			05WN	05WN
6859	05XS	small_airport	Johnson Memorial Airport	33.079498	-91.561391	105	US	US-AR	Wilmot			05XS	05XS
6860	05Y	small_airport	Henning Municipal Airport	46.303799	-95.439499	1455	US	US-MN	Henning			05Y	05Y
338864	06AA	small_airport	Twisted Sisters Airport	60.540256	-150.813827	260	US	US-AK	Sterling			06AA	06AA
45272	06AK	small_airport	June Lake Airpark	61.627619	-149.575331	425	US	US-AK	Wasilla			06AK	06AK
6862	06AR	small_airport	Bondair Airport	35.5444984436035	-92.1848983764648	499	US	US-AR	Higden			06AR	06AR
6867	06CO	small_airport	Jecan Airport	37.385754	-103.691482	5100	US	US-CO	Branson			06CO	06CO
6868	06FA	small_airport	William P Gwinn Airport	26.9083995819092	-80.3289031982422	28	US	US-FL	Jupiter			06FA	06FA
6869	06FD	small_airport	Grass Roots Airpark	28.6417007446289	-81.8850021362305	105	US	US-FL	Mascotte			06FD	06FD
6873	06IA	small_airport	Rich Field	41.8414001464844	-91.8342971801758	880	US	US-IA	Walford			06IA	06IA
6874	06ID	small_airport	Larkin Airport	43.4626998901367	-116.359001159668	2750	US	US-ID	Kuna			06ID	06ID
6875	06IL	small_airport	Humm Airport	41.5994987487793	-88.8699035644531	708	US	US-IL	Earlville			06IL	06IL
6877	06IS	small_airport	Sinele Strip	40.5463981628418	-91.274299621582	695	US	US-IL	Nauvoo			06IS	06IS
6887	06MO	small_airport	Noahs Ark Airport	39.230598449707	-94.8043975830078	755	US	US-MO	Waldron			06MO	06MO
6888	06MT	small_airport	Torgerson Airport	48.558696	-112.117095	3541	US	US-MT	Ethridge			06MT	06MT
6889	06N	small_airport	Randall Airport	41.431999	-74.391602	523	US	US-NY	Middletown			K06N	06N
6890	06NC	small_airport	Tailwinds Airport	34.8274993896484	-78.9302978515625	163	US	US-NC	St. Pauls			06NC	06NC
6891	06ND	small_airport	Fitterer's Strip	46.7489013671875	-101.668998718262	2180	US	US-ND	Glen Ullin			06ND	06ND
6893	06NH	small_airport	Cole Farm Airport	42.9283981323242	-70.9730987548828	160	US	US-NH	Kensington			06NH	06NH
324414	06NV	small_airport	Silver Creek Airport	39.098333	-114.150277	5556	US	US-NV	Baker			06NV	06NV
6895	06NY	small_airport	Murphy Field	42.836797	-76.437614	1100	US	US-NY	Auburn			06NY	06NY
6897	06OH	small_airport	Hal Joy Airfield	41.5097999572754	-80.5912017822266	1160	US	US-OH	Williamsfield			06OH	06OH
6898	06OI	small_airport	Green Acres Airport	39.7347984313965	-84.3822021484375	915	US	US-OH	New Lebanon			06OI	06OI
6900	06OR	small_airport	Hayden Mountain Airport	45.4650993347168	-123.080001831055	850	US	US-OR	Forest Grove			06OR	06OR
6901	06PA	small_airport	Freefall Oz Airport	41.995792	-78.288152	1440	US	US-PA	Ceres			06PA	06PA
6905	06TA	small_airport	Glaser Field	30.9085006713867	-97.1168975830078	480	US	US-TX	Buckholts			06TA	06TA
6906	06TE	small_airport	Ainsworth Airport	30.3127002716064	-95.0269012451172	129	US	US-TX	Cleveland			06TE	06TE
6907	06TN	small_airport	Hunter Airport	35.696962	-86.957767	640	US	US-TN	Columbia			06TN	06TN
340868	06TT	small_airport	6 Mile Airpark	30.860024	-100.201996	2165	US	US-TX	Fort McKavett			06TT	06TT
6909	06TX	small_airport	Diamond N Ranch Airport	30.057919	-95.812489	215	US	US-TX	Hockley			06TX	06TX
